timestamp_london,interval,realised_vol_20,vol_ratio,regime,run_id
2025-11-03 08:00:00,5m,,,unknown,v2_20260217T141158Z_c04a438c
2025-11-03 08:05:00,5m,,,unknown,v2_20260217T141158Z_c04a438c
2025-11-03 08:10:00,5m,,,unknown,v2_20260217T141158Z_c04a438c
2025-11-03 08:15:00,5m,,,unknown,v2_20260217T141158Z_c04a438c
2025-11-03 08:20:00,5m,,,unknown,v2_20260217T141158Z_c04a438c
2025-11-03 08:25:00,5m,0.0005833041443815965,,unknown,v2_20260217T141158Z_c04a438c
2025-11-03 08:30:00,5m,0.0005550632348295838,,unknown,v2_20260217T141158Z_c04a438c
2025-11-03 08:35:00,5m,0.0006467649316187695,,unknown,v2_20260217T141158Z_c04a438c
2025-11-03 08:40:00,5m,0.000611896753653513,,unknown,v2_20260217T141158Z_c04a438c
2025-11-03 08:45:00,5m,0.0006224167072022881,,unknown,v2_20260217T141158Z_c04a438c
2025-11-03 08:50:00,5m,0.0007287395020093282,,unknown,v2_20260217T141158Z_c04a438c
2025-11-03 08:55:00,5m,0.0008003030439432717,,unknown,v2_20260217T141158Z_c04a438c
2025-11-03 09:00:00,5m,0.0007694138182103153,,unknown,v2_20260217T141158Z_c04a438c
2025-11-03 09:05:00,5m,0.000743307348292865,,unknown,v2_20260217T141158Z_c04a438c
2025-11-03 09:10:00,5m,0.0007311237309781509,1.0630627035489857,normal,v2_20260217T141158Z_c04a438c
2025-11-03 09:15:00,5m,0.000729536851408087,1.00109414872744,normal,v2_20260217T141158Z_c04a438c
2025-11-03 09:20:00,5m,0.0007255301123489286,0.9977931260966243,normal,v2_20260217T141158Z_c04a438c
2025-11-03 09:25:00,5m,0.0007028366141185499,0.9687214936442711,normal,v2_20260217T141158Z_c04a438c
2025-11-03 09:30:00,5m,0.0007199232020789376,0.9961210021700283,normal,v2_20260217T141158Z_c04a438c
2025-11-03 09:35:00,5m,0.0007078241408666445,0.9831939557200624,normal,v2_20260217T141158Z_c04a438c
2025-11-03 09:40:00,5m,0.0006889701208378069,0.9651149052974517,normal,v2_20260217T141158Z_c04a438c
2025-11-03 09:45:00,5m,0.0006888600806974814,0.9732079494407411,normal,v2_20260217T141158Z_c04a438c
2025-11-03 09:50:00,5m,0.0006907675537422077,0.9793531879313644,normal,v2_20260217T141158Z_c04a438c
2025-11-03 09:55:00,5m,0.0006656931517958055,0.9471520669575144,normal,v2_20260217T141158Z_c04a438c
2025-11-03 10:00:00,5m,0.0006125326830277889,0.8790626451240497,normal,v2_20260217T141158Z_c04a438c
2025-11-03 10:05:00,5m,0.0006318208829139619,0.9146649686875066,normal,v2_20260217T141158Z_c04a438c
2025-11-03 10:10:00,5m,0.000579827532141995,0.8404895261245826,normal,v2_20260217T141158Z_c04a438c
2025-11-03 10:15:00,5m,0.0006101827328497825,0.8856446954590473,normal,v2_20260217T141158Z_c04a438c
2025-11-03 10:20:00,5m,0.0006117719986257006,0.8880223382300888,normal,v2_20260217T141158Z_c04a438c
2025-11-03 10:25:00,5m,0.0006118982378402744,0.888276523761862,normal,v2_20260217T141158Z_c04a438c
2025-11-03 10:30:00,5m,0.0005814051584445975,0.8584456402269579,normal,v2_20260217T141158Z_c04a438c
2025-11-03 10:35:00,5m,0.0005271011685874831,0.791808008187481,normal,v2_20260217T141158Z_c04a438c
2025-11-03 10:40:00,5m,0.0005203803425517565,0.7929858471333449,normal,v2_20260217T141158Z_c04a438c
2025-11-03 10:45:00,5m,0.0005254140197787411,0.8123724619139404,normal,v2_20260217T141158Z_c04a438c
2025-11-03 10:50:00,5m,0.0005021700414626435,0.785508545073551,normal,v2_20260217T141158Z_c04a438c
2025-11-03 10:55:00,5m,0.00048386144859350835,0.7658206015001218,normal,v2_20260217T141158Z_c04a438c
2025-11-03 11:00:00,5m,0.00046110163070810895,0.7352699908561524,normal,v2_20260217T141158Z_c04a438c
2025-11-03 11:05:00,5m,0.0005159876924744027,0.8290068156970349,normal,v2_20260217T141158Z_c04a438c
2025-11-03 11:10:00,5m,0.0004684014383596686,0.7585759255646958,normal,v2_20260217T141158Z_c04a438c
2025-11-03 11:15:00,5m,0.0005287148373385877,0.8631618393407449,normal,v2_20260217T141158Z_c04a438c
2025-11-03 11:20:00,5m,0.0005802192296326936,0.9477369768175173,normal,v2_20260217T141158Z_c04a438c
2025-11-03 11:25:00,5m,0.0005952335897115956,0.97276565432269,normal,v2_20260217T141158Z_c04a438c
2025-11-03 11:30:00,5m,0.0006555012165658962,1.070703467862731,normal,v2_20260217T141158Z_c04a438c
2025-11-03 11:35:00,5m,0.0006556666953693847,1.070419119724978,normal,v2_20260217T141158Z_c04a438c
2025-11-03 11:40:00,5m,0.0006876311361643233,1.1136183257456638,normal,v2_20260217T141158Z_c04a438c
2025-11-03 11:45:00,5m,0.0006532574902084818,1.0495500564964275,normal,v2_20260217T141158Z_c04a438c
2025-11-03 11:50:00,5m,0.000653401124961628,1.0419096511069597,normal,v2_20260217T141158Z_c04a438c
2025-11-03 11:55:00,5m,0.0006356208109128419,1.0060142488189923,normal,v2_20260217T141158Z_c04a438c
2025-11-03 12:00:00,5m,0.0006349949355511651,1.0025055359989496,normal,v2_20260217T141158Z_c04a438c
2025-11-03 12:05:00,5m,0.000641550903414979,1.0103244411833354,normal,v2_20260217T141158Z_c04a438c
2025-11-03 12:10:00,5m,0.0006991548995205141,1.1004977727785765,normal,v2_20260217T141158Z_c04a438c
2025-11-03 12:15:00,5m,0.0006984934004419335,1.098915247030376,normal,v2_20260217T141158Z_c04a438c
2025-11-03 12:20:00,5m,0.0007196633222926036,1.1269640788613369,normal,v2_20260217T141158Z_c04a438c
2025-11-03 12:25:00,5m,0.0007153290280390659,1.1149996426337576,normal,v2_20260217T141158Z_c04a438c
2025-11-03 12:30:00,5m,0.000737281218167239,1.1445659489979418,normal,v2_20260217T141158Z_c04a438c
2025-11-03 12:35:00,5m,0.0007410743311585451,1.1400946917775854,normal,v2_20260217T141158Z_c04a438c
2025-11-03 12:40:00,5m,0.000744780099048204,1.1399765637350403,normal,v2_20260217T141158Z_c04a438c
2025-11-03 12:45:00,5m,0.0007537113553281792,1.1516693513567677,normal,v2_20260217T141158Z_c04a438c
2025-11-03 12:50:00,5m,0.0007658973095579287,1.168267317383425,normal,v2_20260217T141158Z_c04a438c
2025-11-03 12:55:00,5m,0.0007292325458493632,1.103760716528263,normal,v2_20260217T141158Z_c04a438c
2025-11-03 13:00:00,5m,0.0007066461176854226,1.0695740743166098,normal,v2_20260217T141158Z_c04a438c
2025-11-03 13:05:00,5m,0.0007039004370689338,1.065418233464658,normal,v2_20260217T141158Z_c04a438c
2025-11-03 13:10:00,5m,0.0006520998820034599,0.9946855411386051,normal,v2_20260217T141158Z_c04a438c
2025-11-03 13:15:00,5m,0.0006756657190764389,1.0306318709083686,normal,v2_20260217T141158Z_c04a438c
2025-11-03 13:20:00,5m,0.0006491920073342887,0.991964009441169,normal,v2_20260217T141158Z_c04a438c
2025-11-03 13:25:00,5m,0.0006315223436352666,0.9666217882825511,normal,v2_20260217T141158Z_c04a438c
2025-11-03 13:30:00,5m,0.0006350785033146789,0.9730339244011494,normal,v2_20260217T141158Z_c04a438c
2025-11-03 13:35:00,5m,0.0006240945158933413,0.9591922012377323,normal,v2_20260217T141158Z_c04a438c
2025-11-03 13:40:00,5m,0.0007033205083442734,1.0809573380223034,normal,v2_20260217T141158Z_c04a438c
2025-11-03 13:45:00,5m,0.0006846207763473874,1.0522170805134325,normal,v2_20260217T141158Z_c04a438c
2025-11-03 13:50:00,5m,0.000612726768239151,0.9494172125779364,normal,v2_20260217T141158Z_c04a438c
2025-11-03 13:55:00,5m,0.0006073349861966278,0.9510623816410934,normal,v2_20260217T141158Z_c04a438c
2025-11-03 14:00:00,5m,0.0006336724948066146,0.9973602530695227,normal,v2_20260217T141158Z_c04a438c
2025-11-03 14:05:00,5m,0.0006982866163286086,1.099058775762555,normal,v2_20260217T141158Z_c04a438c
2025-11-03 14:10:00,5m,0.0007113144648937294,1.1138901009377524,normal,v2_20260217T141158Z_c04a438c
